representation,query_genre,retrieved_genre,fraction
cnn_resnet_medium,Instrumental,Blues,0.0
cnn_resnet_medium,Instrumental,Classical,0.09207920730113983
cnn_resnet_medium,Instrumental,Country,0.0019801980815827847
cnn_resnet_medium,Instrumental,Easy Listening,0.0014851485611870885
cnn_resnet_medium,Instrumental,Electronic,0.22079208493232727
cnn_resnet_medium,Instrumental,Experimental,0.13019801676273346
cnn_resnet_medium,Instrumental,Folk,0.06386138498783112
cnn_resnet_medium,Instrumental,Hip-Hop,0.015346534550189972
cnn_resnet_medium,Instrumental,Instrumental,0.251485139131546
cnn_resnet_medium,Instrumental,International,0.010396040044724941
cnn_resnet_medium,Instrumental,Jazz,0.028712870553135872
cnn_resnet_medium,Instrumental,Old-Time / Historic,0.0004950495203956962
cnn_resnet_medium,Instrumental,Pop,0.037128712981939316
cnn_resnet_medium,Instrumental,Rock,0.14108911156654358
cnn_resnet_medium,Instrumental,Soul-RnB,0.0034653465263545513
cnn_resnet_medium,Instrumental,Spoken,0.0014851485611870885
cnn_resnet_medium,International,Blues,0.004575163591653109
cnn_resnet_medium,International,Classical,0.009150327183306217
cnn_resnet_medium,International,Country,0.02222222276031971
cnn_resnet_medium,International,Easy Listening,0.0013071895809844136
cnn_resnet_medium,International,Electronic,0.13856209814548492
cnn_resnet_medium,International,Experimental,0.05359477177262306
cnn_resnet_medium,International,Folk,0.05424836650490761
cnn_resnet_medium,International,Hip-Hop,0.05424836650490761
cnn_resnet_medium,International,Instrumental,0.024836601689457893
cnn_resnet_medium,International,International,0.393464058637619
cnn_resnet_medium,International,Jazz,0.05032679811120033
cnn_resnet_medium,International,Old-Time / Historic,0.0006535947904922068
cnn_resnet_medium,International,Pop,0.06209150329232216
cnn_resnet_medium,International,Rock,0.1111111119389534
cnn_resnet_medium,International,Soul-RnB,0.013725490309298038
cnn_resnet_medium,International,Spoken,0.0058823530562222
cnn_resnet_medium,Jazz,Blues,0.01034482754766941
cnn_resnet_medium,Jazz,Classical,0.10172414034605026
cnn_resnet_medium,Jazz,Country,0.015517241321504116
cnn_resnet_medium,Jazz,Easy Listening,0.0017241379246115685
cnn_resnet_medium,Jazz,Electronic,0.11206896603107452
cnn_resnet_medium,Jazz,Experimental,0.08275862038135529
cnn_resnet_medium,Jazz,Folk,0.07241379469633102
cnn_resnet_medium,Jazz,Hip-Hop,0.017241379246115685
cnn_resnet_medium,Jazz,Instrumental,0.0672413781285286
cnn_resnet_medium,Jazz,International,0.10862068831920624
cnn_resnet_medium,Jazz,Jazz,0.08275862038135529
cnn_resnet_medium,Jazz,Old-Time / Historic,0.0017241379246115685
cnn_resnet_medium,Jazz,Pop,0.07068965584039688
cnn_resnet_medium,Jazz,Rock,0.23275862634181976
cnn_resnet_medium,Jazz,Soul-RnB,0.02068965509533882
cnn_resnet_medium,Jazz,Spoken,0.0017241379246115685
cnn_resnet_medium,Old-Time / Historic,Blues,0.0
cnn_resnet_medium,Old-Time / Historic,Classical,0.007894736714661121
cnn_resnet_medium,Old-Time / Historic,Country,0.0
cnn_resnet_medium,Old-Time / Historic,Easy Listening,0.0
cnn_resnet_medium,Old-Time / Historic,Electronic,0.010526316240429878
cnn_resnet_medium,Old-Time / Historic,Experimental,0.027631578966975212
cnn_resnet_medium,Old-Time / Historic,Folk,0.003947368357330561
cnn_resnet_medium,Old-Time / Historic,Hip-Hop,0.0013157895300537348
cnn_resnet_medium,Old-Time / Historic,Instrumental,0.0026315790601074696
cnn_resnet_medium,Old-Time / Historic,International,0.01315789483487606
cnn_resnet_medium,Old-Time / Historic,Jazz,0.007894736714661121
cnn_resnet_medium,Old-Time / Historic,Old-Time / Historic,0.9118421077728271
cnn_resnet_medium,Old-Time / Historic,Pop,0.0013157895300537348
cnn_resnet_medium,Old-Time / Historic,Rock,0.00657894741743803
cnn_resnet_medium,Old-Time / Historic,Soul-RnB,0.0
cnn_resnet_medium,Old-Time / Historic,Spoken,0.005263158120214939
cnn_resnet_medium,Pop,Blues,0.009550562128424644
cnn_resnet_medium,Pop,Classical,0.010674157179892063
cnn_resnet_medium,Pop,Country,0.0174157302826643
cnn_resnet_medium,Pop,Easy Listening,0.001123595517128706
cnn_resnet_medium,Pop,Electronic,0.20280899107456207
cnn_resnet_medium,Pop,Experimental,0.08707865327596664
cnn_resnet_medium,Pop,Folk,0.0949438214302063
cnn_resnet_medium,Pop,Hip-Hop,0.05393258482217789
cnn_resnet_medium,Pop,Instrumental,0.04775280877947807
cnn_resnet_medium,Pop,International,0.03932584449648857
cnn_resnet_medium,Pop,Jazz,0.02247191034257412
cnn_resnet_medium,Pop,Old-Time / Historic,0.002247191034257412
cnn_resnet_medium,Pop,Pop,0.1022471934556961
cnn_resnet_medium,Pop,Rock,0.2887640595436096
cnn_resnet_medium,Pop,Soul-RnB,0.012921348214149475
cnn_resnet_medium,Pop,Spoken,0.006741573102772236
cnn_resnet_medium,Rock,Blues,0.0031924883369356394
cnn_resnet_medium,Rock,Classical,0.002347417874261737
cnn_resnet_medium,Rock,Country,0.00929577462375164
cnn_resnet_medium,Rock,Easy Listening,0.0001877934264484793
cnn_resnet_medium,Rock,Electronic,0.060563381761312485
cnn_resnet_medium,Rock,Experimental,0.04685445874929428
cnn_resnet_medium,Rock,Folk,0.030140845105051994
cnn_resnet_medium,Rock,Hip-Hop,0.014084506779909134
cnn_resnet_medium,Rock,Instrumental,0.027699530124664307
cnn_resnet_medium,Rock,International,0.01370892021805048
cnn_resnet_medium,Rock,Jazz,0.010704224929213524
cnn_resnet_medium,Rock,Old-Time / Historic,0.0006572770071215928
cnn_resnet_medium,Rock,Pop,0.048732396215200424
cnn_resnet_medium,Rock,Rock,0.7233802676200867
cnn_resnet_medium,Rock,Soul-RnB,0.004694835748523474
cnn_resnet_medium,Rock,Spoken,0.0037558686453849077
cnn_resnet_medium,Soul-RnB,Blues,0.01304347813129425
cnn_resnet_medium,Soul-RnB,Classical,0.0
cnn_resnet_medium,Soul-RnB,Country,0.01304347813129425
cnn_resnet_medium,Soul-RnB,Easy Listening,0.004347825888544321
cnn_resnet_medium,Soul-RnB,Electronic,0.2130434811115265
cnn_resnet_medium,Soul-RnB,Experimental,0.03478260710835457
cnn_resnet_medium,Soul-RnB,Folk,0.08695652335882187
cnn_resnet_medium,Soul-RnB,Hip-Hop,0.0
cnn_resnet_medium,Soul-RnB,Instrumental,0.04782608523964882
cnn_resnet_medium,Soul-RnB,International,0.08260869234800339
cnn_resnet_medium,Soul-RnB,Jazz,0.052173912525177
cnn_resnet_medium,Soul-RnB,Old-Time / Historic,0.0
cnn_resnet_medium,Soul-RnB,Pop,0.056521739810705185
cnn_resnet_medium,Soul-RnB,Rock,0.35652172565460205
cnn_resnet_medium,Soul-RnB,Soul-RnB,0.03913043439388275
cnn_resnet_medium,Soul-RnB,Spoken,0.0
cnn_resnet_medium,Spoken,Blues,0.0
cnn_resnet_medium,Spoken,Classical,0.0
cnn_resnet_medium,Spoken,Country,0.0055555556900799274
cnn_resnet_medium,Spoken,Easy Listening,0.0
cnn_resnet_medium,Spoken,Electronic,0.02777777798473835
cnn_resnet_medium,Spoken,Experimental,0.15555556118488312
cnn_resnet_medium,Spoken,Folk,0.09444444626569748
cnn_resnet_medium,Spoken,Hip-Hop,0.06111111119389534
cnn_resnet_medium,Spoken,Instrumental,0.0
cnn_resnet_medium,Spoken,International,0.05000000074505806
cnn_resnet_medium,Spoken,Jazz,0.0
cnn_resnet_medium,Spoken,Old-Time / Historic,0.0
cnn_resnet_medium,Spoken,Pop,0.03333333507180214
cnn_resnet_medium,Spoken,Rock,0.18888889253139496
cnn_resnet_medium,Spoken,Soul-RnB,0.0
cnn_resnet_medium,Spoken,Spoken,0.38333332538604736
vggish_pretrained,Blues,Blues,0.145454540848732
vggish_pretrained,Blues,Classical,0.0
vggish_pretrained,Blues,Country,0.027272727340459824
vggish_pretrained,Blues,Easy Listening,0.0
vggish_pretrained,Blues,Electronic,0.072727270424366
vggish_pretrained,Blues,Experimental,0.0181818176060915
vggish_pretrained,Blues,Folk,0.1090909093618393
vggish_pretrained,Blues,Hip-Hop,0.072727270424366
vggish_pretrained,Blues,Instrumental,0.00909090880304575
vggish_pretrained,Blues,International,0.036363635212183
vggish_pretrained,Blues,Jazz,0.0
vggish_pretrained,Blues,Old-Time / Historic,0.0
vggish_pretrained,Blues,Pop,0.06363636255264282
vggish_pretrained,Blues,Rock,0.44545453786849976
vggish_pretrained,Blues,Soul-RnB,0.0
vggish_pretrained,Blues,Spoken,0.0
vggish_pretrained,Classical,Blues,0.0
vggish_pretrained,Classical,Classical,0.7215054035186768
vggish_pretrained,Classical,Country,0.0010752688394859433
vggish_pretrained,Classical,Easy Listening,0.0010752688394859433
vggish_pretrained,Classical,Electronic,0.03978494554758072
vggish_pretrained,Classical,Experimental,0.0462365597486496
vggish_pretrained,Classical,Folk,0.02150537632405758
vggish_pretrained,Classical,Hip-Hop,0.005376344081014395
vggish_pretrained,Classical,Instrumental,0.09892473369836807
vggish_pretrained,Classical,International,0.011827956885099411
vggish_pretrained,Classical,Jazz,0.02688172087073326
vggish_pretrained,Classical,Old-Time / Historic,0.0010752688394859433
vggish_pretrained,Classical,Pop,0.004301075357943773
vggish_pretrained,Classical,Rock,0.020430106669664383
vggish_pretrained,Classical,Soul-RnB,0.0
vggish_pretrained,Classical,Spoken,0.0
vggish_pretrained,Country,Blues,0.018518518656492233
vggish_pretrained,Country,Classical,0.0
vggish_pretrained,Country,Country,0.31481480598449707
vggish_pretrained,Country,Easy Listening,0.0
vggish_pretrained,Country,Electronic,0.003703703638166189
vggish_pretrained,Country,Experimental,0.025925925001502037
vggish_pretrained,Country,Folk,0.2074074000120163
vggish_pretrained,Country,Hip-Hop,0.011111111380159855
vggish_pretrained,Country,Instrumental,0.003703703638166189
vggish_pretrained,Country,International,0.06296296417713165
vggish_pretrained,Country,Jazz,0.003703703638166189
vggish_pretrained,Country,Old-Time / Historic,0.0
vggish_pretrained,Country,Pop,0.08518518507480621
vggish_pretrained,Country,Rock,0.2629629671573639
vggish_pretrained,Country,Soul-RnB,0.0
vggish_pretrained,Country,Spoken,0.0
vggish_pretrained,Easy Listening,Blues,0.0
vggish_pretrained,Easy Listening,Classical,0.0
vggish_pretrained,Easy Listening,Country,0.0
vggish_pretrained,Easy Listening,Easy Listening,0.03333333507180214
vggish_pretrained,Easy Listening,Electronic,0.46666666865348816
vggish_pretrained,Easy Listening,Experimental,0.0
vggish_pretrained,Easy Listening,Folk,0.0
vggish_pretrained,Easy Listening,Hip-Hop,0.06666667014360428
vggish_pretrained,Easy Listening,Instrumental,0.13333334028720856
vggish_pretrained,Easy Listening,International,0.10000000149011612
vggish_pretrained,Easy Listening,Jazz,0.0
vggish_pretrained,Easy Listening,Old-Time / Historic,0.0
vggish_pretrained,Easy Listening,Pop,0.13333334028720856
vggish_pretrained,Easy Listening,Rock,0.03333333507180214
vggish_pretrained,Easy Listening,Soul-RnB,0.03333333507180214
vggish_pretrained,Easy Listening,Spoken,0.0
vggish_pretrained,Electronic,Blues,0.0006335797370411456
vggish_pretrained,Electronic,Classical,0.003379091853275895
vggish_pretrained,Electronic,Country,0.0012671594740822911
vggish_pretrained,Electronic,Easy Listening,0.0012671594740822911
vggish_pretrained,Electronic,Electronic,0.7034847140312195
vggish_pretrained,Electronic,Experimental,0.054910242557525635
vggish_pretrained,Electronic,Folk,0.012038014829158783
vggish_pretrained,Electronic,Hip-Hop,0.05839493125677109
vggish_pretrained,Electronic,Instrumental,0.039915524423122406
vggish_pretrained,Electronic,International,0.023970432579517365
vggish_pretrained,Electronic,Jazz,0.00623020064085722
vggish_pretrained,Electronic,Old-Time / Historic,0.0
vggish_pretrained,Electronic,Pop,0.03231256455183029
vggish_pretrained,Electronic,Rock,0.05723336711525917
vggish_pretrained,Electronic,Soul-RnB,0.004857444670051336
vggish_pretrained,Electronic,Spoken,0.00010559662041487172
vggish_pretrained,Experimental,Blues,0.0008902077097445726
vggish_pretrained,Experimental,Classical,0.009198812767863274
vggish_pretrained,Experimental,Country,0.0038575667422264814
vggish_pretrained,Experimental,Easy Listening,0.0014836795162409544
vggish_pretrained,Experimental,Electronic,0.22640949487686157
vggish_pretrained,Experimental,Experimental,0.3338278830051422
vggish_pretrained,Experimental,Folk,0.05845697224140167
vggish_pretrained,Experimental,Hip-Hop,0.029376855120062828
vggish_pretrained,Experimental,Instrumental,0.0771513357758522
vggish_pretrained,Experimental,International,0.013946587219834328
vggish_pretrained,Experimental,Jazz,0.02373887225985527
vggish_pretrained,Experimental,Old-Time / Historic,0.005341246258467436
vggish_pretrained,Experimental,Pop,0.04925816133618355
vggish_pretrained,Experimental,Rock,0.15786349773406982
vggish_pretrained,Experimental,Soul-RnB,0.002077151322737336
vggish_pretrained,Experimental,Spoken,0.007121661677956581
vggish_pretrained,Folk,Blues,0.00657894741743803
vggish_pretrained,Folk,Classical,0.005701754242181778
vggish_pretrained,Folk,Country,0.01491228025406599
vggish_pretrained,Folk,Easy Listening,0.0008771930006332695
vggish_pretrained,Folk,Electronic,0.053947366774082184
vggish_pretrained,Folk,Experimental,0.04868420958518982
vggish_pretrained,Folk,Folk,0.5359649062156677
vggish_pretrained,Folk,Hip-Hop,0.00657894741743803
vggish_pretrained,Folk,Instrumental,0.0767543837428093
vggish_pretrained,Folk,International,0.031578946858644485
vggish_pretrained,Folk,Jazz,0.01315789483487606
vggish_pretrained,Folk,Old-Time / Historic,0.0
vggish_pretrained,Folk,Pop,0.06359649449586868
vggish_pretrained,Folk,Rock,0.13728070259094238
vggish_pretrained,Folk,Soul-RnB,0.003070175414904952
vggish_pretrained,Folk,Spoken,0.0013157895300537348
vggish_pretrained,Hip-Hop,Blues,0.0021276595070958138
vggish_pretrained,Hip-Hop,Classical,0.0
vggish_pretrained,Hip-Hop,Country,0.0021276595070958138
vggish_pretrained,Hip-Hop,Easy Listening,0.00030395135399885476
vggish_pretrained,Hip-Hop,Electronic,0.18206687271595
vggish_pretrained,Hip-Hop,Experimental,0.015805471688508987
vggish_pretrained,Hip-Hop,Folk,0.005471124779433012
vggish_pretrained,Hip-Hop,Hip-Hop,0.6741641163825989
vggish_pretrained,Hip-Hop,Instrumental,0.007294832728803158
vggish_pretrained,Hip-Hop,International,0.020668692886829376
vggish_pretrained,Hip-Hop,Jazz,0.0030395137146115303
vggish_pretrained,Hip-Hop,Old-Time / Historic,0.0
vggish_pretrained,Hip-Hop,Pop,0.030091185122728348
vggish_pretrained,Hip-Hop,Rock,0.04468085244297981
vggish_pretrained,Hip-Hop,Soul-RnB,0.009726443327963352
vggish_pretrained,Hip-Hop,Spoken,0.002431610831990838
vggish_pretrained,Instrumental,Blues,0.0019801980815827847
vggish_pretrained,Instrumental,Classical,0.049504950642585754
vggish_pretrained,Instrumental,Country,0.0009900990407913923
vggish_pretrained,Instrumental,Easy Listening,0.0004950495203956962
vggish_pretrained,Instrumental,Electronic,0.20000000298023224
vggish_pretrained,Instrumental,Experimental,0.10198019444942474
vggish_pretrained,Instrumental,Folk,0.0712871253490448
vggish_pretrained,Instrumental,Hip-Hop,0.011386138387024403
vggish_pretrained,Instrumental,Instrumental,0.3594059348106384
vggish_pretrained,Instrumental,International,0.0089108906686306
vggish_pretrained,Instrumental,Jazz,0.019306929782032967
vggish_pretrained,Instrumental,Old-Time / Historic,0.0009900990407913923
vggish_pretrained,Instrumental,Pop,0.040594059973955154
vggish_pretrained,Instrumental,Rock,0.13069306313991547
vggish_pretrained,Instrumental,Soul-RnB,0.0019801980815827847
vggish_pretrained,Instrumental,Spoken,0.0004950495203956962
vggish_pretrained,International,Blues,0.0058823530562222
vggish_pretrained,International,Classical,0.009803921915590763
vggish_pretrained,International,Country,0.019607843831181526
vggish_pretrained,International,Easy Listening,0.0013071895809844136
vggish_pretrained,International,Electronic,0.10849673300981522
vggish_pretrained,International,Experimental,0.04444444552063942
vggish_pretrained,International,Folk,0.05359477177262306
vggish_pretrained,International,Hip-Hop,0.029411764815449715
vggish_pretrained,International,Instrumental,0.01503267977386713
vggish_pretrained,International,International,0.5124183297157288
vggish_pretrained,International,Jazz,0.024836601689457893
vggish_pretrained,International,Old-Time / Historic,0.0019607844296842813
vggish_pretrained,International,Pop,0.059477124363183975
vggish_pretrained,International,Rock,0.09346405416727066
vggish_pretrained,International,Soul-RnB,0.01503267977386713
vggish_pretrained,International,Spoken,0.0052287583239376545
vggish_pretrained,Jazz,Blues,0.013793103396892548
vggish_pretrained,Jazz,Classical,0.03620689734816551
vggish_pretrained,Jazz,Country,0.01034482754766941
vggish_pretrained,Jazz,Easy Listening,0.0017241379246115685
vggish_pretrained,Jazz,Electronic,0.1189655140042305
vggish_pretrained,Jazz,Experimental,0.10000000149011612
vggish_pretrained,Jazz,Folk,0.04827586188912392
vggish_pretrained,Jazz,Hip-Hop,0.013793103396892548
vggish_pretrained,Jazz,Instrumental,0.1068965494632721
vggish_pretrained,Jazz,International,0.0396551713347435
vggish_pretrained,Jazz,Jazz,0.341379314661026
vggish_pretrained,Jazz,Old-Time / Historic,0.0
vggish_pretrained,Jazz,Pop,0.022413793951272964
vggish_pretrained,Jazz,Rock,0.14482758939266205
vggish_pretrained,Jazz,Soul-RnB,0.0
vggish_pretrained,Jazz,Spoken,0.0017241379246115685
vggish_pretrained,Old-Time / Historic,Blues,0.0
vggish_pretrained,Old-Time / Historic,Classical,0.00657894741743803
vggish_pretrained,Old-Time / Historic,Country,0.0
vggish_pretrained,Old-Time / Historic,Easy Listening,0.0
vggish_pretrained,Old-Time / Historic,Electronic,0.01184210553765297
vggish_pretrained,Old-Time / Historic,Experimental,0.02631578966975212
vggish_pretrained,Old-Time / Historic,Folk,0.0026315790601074696
vggish_pretrained,Old-Time / Historic,Hip-Hop,0.0013157895300537348
vggish_pretrained,Old-Time / Historic,Instrumental,0.00657894741743803
vggish_pretrained,Old-Time / Historic,International,0.009210526011884212
vggish_pretrained,Old-Time / Historic,Jazz,0.0026315790601074696
vggish_pretrained,Old-Time / Historic,Old-Time / Historic,0.9210526347160339
vggish_pretrained,Old-Time / Historic,Pop,0.0026315790601074696
vggish_pretrained,Old-Time / Historic,Rock,0.007894736714661121
vggish_pretrained,Old-Time / Historic,Soul-RnB,0.0
vggish_pretrained,Old-Time / Historic,Spoken,0.0013157895300537348
vggish_pretrained,Pop,Blues,0.002808988792821765
vggish_pretrained,Pop,Classical,0.005056179594248533
vggish_pretrained,Pop,Country,0.01573033630847931
vggish_pretrained,Pop,Easy Listening,0.000561797758564353
vggish_pretrained,Pop,Electronic,0.22752809524536133
vggish_pretrained,Pop,Experimental,0.07303370535373688
vggish_pretrained,Pop,Folk,0.09382022172212601
vggish_pretrained,Pop,Hip-Hop,0.06235954910516739
vggish_pretrained,Pop,Instrumental,0.038764044642448425
vggish_pretrained,Pop,International,0.037078652530908585
vggish_pretrained,Pop,Jazz,0.008988764137029648
vggish_pretrained,Pop,Old-Time / Historic,0.0
vggish_pretrained,Pop,Pop,0.15730337798595428
vggish_pretrained,Pop,Rock,0.26011234521865845
vggish_pretrained,Pop,Soul-RnB,0.013483146205544472
vggish_pretrained,Pop,Spoken,0.003370786551386118
vggish_pretrained,Rock,Blues,0.0027230046689510345
vggish_pretrained,Rock,Classical,0.001408450654707849
vggish_pretrained,Rock,Country,0.007605633698403835
vggish_pretrained,Rock,Easy Listening,0.0001877934264484793
vggish_pretrained,Rock,Electronic,0.055492956191301346
vggish_pretrained,Rock,Experimental,0.03173708915710449
vggish_pretrained,Rock,Folk,0.03239436447620392
vggish_pretrained,Rock,Hip-Hop,0.01164319273084402
vggish_pretrained,Rock,Instrumental,0.02488262951374054
vggish_pretrained,Rock,International,0.009107980877161026
vggish_pretrained,Rock,Jazz,0.005633802618831396
vggish_pretrained,Rock,Old-Time / Historic,0.0
vggish_pretrained,Rock,Pop,0.04206572845578194
vggish_pretrained,Rock,Rock,0.7670422792434692
vggish_pretrained,Rock,Soul-RnB,0.007042253389954567
vggish_pretrained,Rock,Spoken,0.0010328638600185513
vggish_pretrained,Soul-RnB,Blues,0.004347825888544321
vggish_pretrained,Soul-RnB,Classical,0.0
vggish_pretrained,Soul-RnB,Country,0.021739130839705467
vggish_pretrained,Soul-RnB,Easy Listening,0.0
vggish_pretrained,Soul-RnB,Electronic,0.21739129722118378
vggish_pretrained,Soul-RnB,Experimental,0.0260869562625885
vggish_pretrained,Soul-RnB,Folk,0.06521739065647125
vggish_pretrained,Soul-RnB,Hip-Hop,0.03478260710835457
vggish_pretrained,Soul-RnB,Instrumental,0.030434781685471535
vggish_pretrained,Soul-RnB,International,0.052173912525177
vggish_pretrained,Soul-RnB,Jazz,0.0
vggish_pretrained,Soul-RnB,Old-Time / Historic,0.0
vggish_pretrained,Soul-RnB,Pop,0.06521739065647125
vggish_pretrained,Soul-RnB,Rock,0.3478260934352875
vggish_pretrained,Soul-RnB,Soul-RnB,0.134782612323761
vggish_pretrained,Soul-RnB,Spoken,0.0
vggish_pretrained,Spoken,Blues,0.0055555556900799274
vggish_pretrained,Spoken,Classical,0.0055555556900799274
vggish_pretrained,Spoken,Country,0.0
vggish_pretrained,Spoken,Easy Listening,0.0
vggish_pretrained,Spoken,Electronic,0.02222222276031971
vggish_pretrained,Spoken,Experimental,0.12222222238779068
vggish_pretrained,Spoken,Folk,0.03888889029622078
vggish_pretrained,Spoken,Hip-Hop,0.0555555559694767
vggish_pretrained,Spoken,Instrumental,0.0055555556900799274
vggish_pretrained,Spoken,International,0.10555555671453476
vggish_pretrained,Spoken,Jazz,0.0055555556900799274
vggish_pretrained,Spoken,Old-Time / Historic,0.0055555556900799274
vggish_pretrained,Spoken,Pop,0.03333333507180214
vggish_pretrained,Spoken,Rock,0.12777778506278992
vggish_pretrained,Spoken,Soul-RnB,0.0
vggish_pretrained,Spoken,Spoken,0.46666666865348816
